id,SMILES1,SMILES2,result
60,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,c1cc(-c2ccncc2)ccn1,1
61,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc2ccccc12,0
62,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc(O)c1,0
63,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc2cnccc12,0
64,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc2ccccc12,0
65,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccnc1,0
66,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccncc1,0
67,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccc(C#N)cc1,0
68,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccnc1,0
69,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc(O)c1,0
70,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc(C#N)c1,0
71,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccc(O)cc1,0
72,NC(=O)c1cccnc1,O=C(O)c1ccccc1O,1
73,NC(=O)c1cccnc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1
74,NC(=O)c1cccnc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1
75,NC(=O)c1cccnc1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,1
76,NC(=O)c1cccnc1,CC(=O)Nc1ccc(O)cc1,0
77,NC(=O)c1cccnc1,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0
78,NC(=O)c1cccnc1,NC(=O)CN1CCCC1=O,0
79,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccc(N)cc1,0
80,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cc(O)cc(O)c1,0
81,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1cccc(N)c1,0
82,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
83,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)c(O)c1,0
84,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccc1N,1
85,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccn1,1
86,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccc1O,1
87,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1ccc(C(=O)O)cc1,0
88,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)cc1,1
89,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccc(O)cc1,0
90,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccn1,0
91,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccc1O,0
92,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cccc(O)c1,0
93,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1cccnc1,1
94,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cc(O)ccc1O,0
95,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)cc1O,0
96,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1ccccc1C(=O)O,0
97,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1cccc(C(=O)O)c1,0
98,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccncc1,0
99,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCC(=O)O,0
100,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cccnc1,0
101,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)C(=O)O,0
102,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCCCC(=O)O,0
103,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccncc1,0
104,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,0
105,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CC(=O)O,0
106,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C1NS(=O)(=O)c2ccccc21,0
107,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
108,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCCC(=O)O,0
109,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccc1,0
110,C(=Cc1ccncc1)c1ccncc1,Oc1cccc(O)c1,1
111,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,Oc1cccc(O)c1,1
112,C(=Cc1ccncc1)c1ccncc1,COc1cc(O)cc(O)c1,1
113,Oc1cccc(O)c1,C(=Cc1ccccn1)c1ccccn1,1
114,Oc1ccc(O)cc1,NC(=O)N1c2ccccc2C=Cc2ccccc21,1
115,Oc1ccc(O)cc1,NC(=O)CN1CCCC1=O,1
116,C(#Cc1ccccn1)c1ccccn1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
117,O=C(O)c1cc2ccccc2cc1O,NC(=O)c1cccnc1,1
118,c1ccc2c(c1)ccc1ccccc12,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,1
119,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,CC(=O)C=C(C)O,1
120,Cn1nnc2c(C(N)=O)ncn2c1=O,COC(=O)n1cnc(C(N)=O)c1N,1
121,Cn1nnc2c(C(N)=O)ncn2c1=O,Nc1ccccc1C(=O)O,1
122,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(O)C(O)C(O)C(=O)O,1
123,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(O)C(=O)O,1
124,O=C(O)c1ccccc1O,Cn1nnc2c(C(N)=O)ncn2c1=O,1
125,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,c1cc2c3c(cccc3c1)CC2,1
126,c1cc2c3c(cccc3c1)CC2,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
127,O=C(O)c1cccc2cccc(C(=O)O)c12,C(=Cc1ccccn1)c1ccccn1,1
128,O=C(O)c1cccc2cccc(C(=O)O)c12,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,1
129,O=c1cccc[nH]1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
130,NC(=O)c1ccncc1,O=C(O)C1CCCCC1,1
131,O=C(O)c1cc(O)cc(O)c1,NC(=O)c1cnccn1,1
132,COc1cc(C=CC(=O)O)ccc1O,NC(=O)c1cnccn1,1
133,c1cc(CCc2ccncc2)ccn1,Oc1cccc(O)c1,1
134,c1cc(CCc2ccncc2)ccn1,Oc1ccc(Cl)c(O)c1,1
135,NNC(=O)c1ccncc1,N#Cc1ccc(C(=O)O)cc1,1
136,NNC(=O)c1ccncc1,Nc1ccc(C(=O)O)cc1,1
137,NNC(=O)c1ccncc1,O=C(O)c1ccc([N+](=O)[O-])cc1,1
138,ON=C1CCCCC1,C1CCC(NC2CCCCC2)CC1,1
139,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,1
140,Cc1cc[n+]([O-])cc1,O=C1NS(=O)(=O)c2ccccc21,1
141,Cc1cc(C)nc(N)n1,O=C(O)c1ccc(O)cc1,1
142,CSCOC(=O)C1(C)CC2(C)CC(C)(C1)C(=O)NC2=O,CCn1cnc2c(N)ncnc21,1
143,CC12CC34CCC5C(C)(CO)C(O)CCC5(C)C3CC1C2C4,C=CC1(C)CCC2C(=CCC3C(C)(CO)C(O)CCC23C)C1,1
144,O=c1[nH]cc(Br)c(=O)[nH]1,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1
145,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,1
146,c1ccc(-c2ccccn2)nc1,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,1
147,O=C(O)c1cc(F)c(F)c(F)c1F,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
148,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1c(F)cccc1F,1
149,O=C(O)c1cc(F)ccc1F,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
150,O=C(O)c1cccc(F)c1F,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
151,O=C(O)c1cccc(F)c1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
152,O=C(O)c1ccccc1F,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
153,O=C(O)C1CCCCC1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
154,C1CNCCN1,O=[N+]([O-])c1ccc(O)cc1,1
155,Cc1cccc(Nc2ccccc2C(=O)O)c1C,C(=Cc1ccncc1)c1ccncc1,1
156,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(CCc2ccncc2)ccn1,1
157,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(N=Nc2ccncc2)ccn1,1
158,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(CCCc2ccncc2)ccn1,1
159,COc1ccc2cc(C(C)C(=O)O)ccc2c1,c1cc(N=Nc2ccncc2)ccn1,1
160,O=C(O)C=Cc1ccccc1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
161,N#Cc1cc(C#N)c(C#N)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1
162,c1cc2ccc3cccc4ccc(c1)c2c34,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],1
163,O=c1cccc[nH]1,O=C(O)Cc1ccccc1,1
164,O=C(O)Cc1ccc(Cl)cc1,O=c1cccc[nH]1,1
165,O=c1cccc[nH]1,O=C(O)Cc1cccc2ccccc12,1
166,Fc1c(F)c(I)c(F)c(F)c1I,C1CSCCN1,1
167,Fc1c(F)c(I)c(F)c(F)c1I,C1CCNCC1,1
168,NC(N)=S,O=C1C(=O)c2ccccc2-c2ccccc21,1
169,C#CC(=O)O,O=C1CNC(=O)CN1,1
170,O=C1CNC(=O)CN1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
171,O=C(O)c1cc(O)ccc1O,O=C1CNC(=O)CN1,1
172,O=C(O)c1cc(Cl)ccc1O,O=C1CNC(=O)CN1,1
173,O=C1CNC(=O)CN1,O=C(O)C=CC(=O)O,1
174,O=C1CNC(=O)CN1,O=C(O)c1cc(O)c(C(=O)O)cc1O,1
175,O=C1CNC(=O)CN1,O=C1C=C(O)C(=O)C=C1O,1
176,NC(=O)c1ccncc1,CCCC=CC(=O)O,1
177,NC(=O)c1ccncc1,O=C(O)c1ccc([N+](=O)[O-])cc1,1
178,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,NC(=O)c1ccc(Cl)cc1,1
179,CN(C)c1cccc(C(=O)O)c1,NC(=O)c1ccc(Cl)cc1,1
180,NC(=O)c1ccc(Cl)cc1,O=C(O)C=CC(=O)O,1
181,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,NC(=S)C(N)=S,1
182,NC(=S)NNC(N)=S,C1COCCOCCOCCOCCOCCO1,1
183,NC(=S)NNC(N)=S,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1
184,NC(=S)NNC(N)=S,C1COCCOCCOCCO1,1
185,CC(=O)Nc1cccc(NC(C)=O)n1,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,1
186,NC(=S)c1ccccc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
187,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1
188,NC(=O)CN1CCCC1=O,O=C(O)c1cc(O)c(O)c(O)c1,1
189,Cc1ccncc1,CC1(C)C(=O)N(I)C(=O)N1I,1
190,c1cc(N2CCCC2)ccn1,CC1(C)C(=O)N(I)C(=O)N1I,1
191,COC(=O)c1ccncc1,CC1(C)C(=O)N(I)C(=O)N1I,1
192,CN(C)c1ccncc1,CC1(C)C(=O)N(I)C(=O)N1I,1
193,c1ccc2cnccc2c1,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,1
194,CC1CCC(N)CC1,OC1(c2ccccc2)c2ccccc2-c2ccccc21,1
195,c1cc(CCc2ccncc2)ccn1,O=C(O)c1ccc(C=Cc2ccc(C(=O)O)cc2)cc1,1
196,N#CC(C#N)=C(C#N)c1ccc(-c2ccc(-c3ccc(C(C#N)=C(C#N)C#N)s3)n2-c2ccccc2)s1,COc1cccc(OC)c1,1
197,N#CC(C#N)=C(C#N)c1ccc(-c2ccc(-c3ccc(C(C#N)=C(C#N)C#N)s3)n2-c2ccccc2)s1,COc1ccc(OC)cc1,1
198,[NH3+]c1ccccc1C(=O)[O-],Nc1ccccc1C(=O)O,1
199,O=C(O)CCCC(=O)O,NC(=O)NC(N)=O,1
200,c1ccc(-c2ccccn2)nc1,NC(N)=O,1
201,NC(N)=S,c1cnc2c(c1)ccc1cccnc12,1
202,NC(N)=O,c1cnc2c(c1)ccc1cccnc12,1
203,NC(N)=O,Cc1ccc2ccc3ccc(C)nc3c2n1,1
204,NC(N)=S,Cc1ccc2ccc3ccc(C)nc3c2n1,1
205,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,O=C(O)C1CCC(C(=O)O)CC1,1
206,O=C(O)C(O)C(O)C(=O)O,C1CNCCN1,1
207,OC(c1ccccc1)(c1ccccc1)C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1,CNC(C)=O,1
208,c1ccc2cc3ccccc3cc2c1,O=C1C(Cl)=CC(=C2C=C(Cl)C(=O)C(Cl)=C2)C=C1Cl,1
209,c1ccc2cc3ccccc3cc2c1,N#Cc1cc(C#N)c(C#N)cc1C#N,1
210,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,c1ccc2cc3ccccc3cc2c1,1
211,c1ccc2cc3ccccc3cc2c1,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1
212,O=c1cc2ccccc2c[nH]1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
213,O=c1cc2ccccc2c[nH]1,Oc1cccc(O)c1,1
214,Fc1c(F)c(I)c(F)c(F)c1I,C1CSCCS1,1
215,Fc1c(F)c(F)c(I)c(I)c1F,c1ccc2nc3ccccc3nc2c1,1
216,Fc1c(F)c(I)c(F)c(F)c1I,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
217,O=C(C=Cc1ccncc1)C=Cc1ccncc1,COc1cc(O)cc(O)c1,1
218,c1ccc(-c2ccccn2)nc1,Oc1cc(O)c(Cl)cc1Cl,1
219,c1ccc(-c2ccc(-c3ccccn3)s2)nc1,Oc1cc(O)c(Cl)cc1Cl,1
220,NC(N)=S,C(=Cc1ccccn1)c1ccccn1,1
221,Oc1ccccc1O,c1ccc(-c2ccc(-c3ccccn3)s2)nc1,1
222,O=C(O)c1ccccc1O,Cc1cc(=O)n(-c2ccccc2)n1C,1
223,Brc1cccnc1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
224,Clc1cccnc1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
225,CC(=O)Oc1ccccc1C(=O)O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
226,C1=CSC(=C2SC=CS2)S1,O=C1C(Br)=C(Br)C(=O)C(Br)=C1Br,1
227,c1cc(-c2ccncc2)ccn1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,1
228,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C(=Cc1ccncc1)c1ccncc1,1
229,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,C(=Cc1ccncc1)c1ccncc1,1
230,FC(F)(I)C(F)(F)I,C(=Cc1ccncc1)c1ccncc1,1
231,c1ccc(-c2ccccc2)cc1,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
232,c1ccc2c(c1)-c1ccccc1-2,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,1
233,Cc1cc(=C(C#N)C#N)c(C)cc1=C(C#N)C#N,C1CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2,1
234,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,1
235,NC(=O)c1ccncc1,O=C(O)c1cccc([N+](=O)[O-])c1,1
236,NC(=O)c1ccncc1,O=C(O)c1ccc(F)cc1,1
237,O=C(O)c1ccc([N+](=O)[O-])cc1,CN(C)c1cccc(C(=O)O)c1,1
238,NC(=O)c1ccc([N+](=O)[O-])cc1,NC(=O)c1cnccn1,1
239,Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C(#Cc1ccccc1)c1ccccc1,1
240,CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,1
241,C#CC1(O)c2cccc(Cl)c2C(O)(C#C)c2cccc(Cl)c21,CCNCC,1
242,c1cc(CCc2ccncc2)ccn1,Nc1nc(-c2csc(N)n2)cs1,1
243,Nc1nc(-c2csc(N)n2)cs1,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,1
244,c1cc(-c2ccncc2)ccn1,O=[N+]([O-])c1ccc(O)cc1,1
245,c1cc(CCc2ccncc2)ccn1,O=[N+]([O-])c1ccc(O)cc1,1
246,C(=Cc1ccncc1)c1ccncc1,O=[N+]([O-])c1ccc(O)cc1,1
247,c1cnc2c(c1)ccc1cccnc12,O=[N+]([O-])c1ccc(O)cc1,1
248,O=[N+]([O-])c1ccc(O)cc1,c1ccc2nc3ccccc3nc2c1,1
249,c1ccc2nc3ccccc3cc2c1,O=[N+]([O-])c1ccc(O)cc1,1
250,CN(C(=O)N(C)c1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1,c1cc(-c2ccncc2)ccn1,1
251,[NH3+]CC(=O)[O-],O=C(O)CCCC(=O)O,1
252,C#Cc1ccc(C#C)cc1,O=Cc1ccc(C=O)cc1,1
253,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=C(O)c1cccnc1,1
254,O=C(O)COc1ccc(OCC(=O)O)cc1,c1cc(SSc2ccncc2)ccn1,1
